year,placement,artist,artist_id,song,song_id,author,decade,is_winner,top_3
1965,2,Wilma Goich,a_00182,Le colline sono in fiore,s_00304,"Mogol, Calibi, C. Donida, R. Angiolini",1960,False,True
1965,2,The New Christy Minstrels,a_00172,Le colline sono in fiore,s_00304,"Mogol, Calibi, C. Donida, R. Angiolini",1960,False,True
1965,2,Remo Germani e Le Amiche,a_00183,Prima o poi,s_00305,"V. Pallavicini, A. Amurri, G. Ferrari",1960,False,True
1965,2,Audrey,a_00184,Prima o poi,s_00305,"V. Pallavicini, A. Amurri, G. Ferrari",1960,False,True
1965,2,Vittorio Inzaina,a_00185,Si vedrà,s_00306,"A. Gentile, C. Lentini",1960,False,True
1965,2,Les Surfs,a_00186,Si vedrà,s_00306,"A. Gentile, C. Lentini",1960,False,True
1965,2,Milva,a_00099,Vieni con noi,s_00307,"F. Maresca, M. Pagano",1960,False,True
1965,2,Bernd Spier,a_00187,Vieni con noi,s_00307,"F. Maresca, M. Pagano",1960,False,True
1965,NF,John Foster,a_00188,Cominciamo ad amarci,s_00308,"V. Pallavicini, G. Mescoli",1960,False,False
1965,NF,Joe Damiano,a_00189,Cominciamo ad amarci,s_00308,"V. Pallavicini, G. Mescoli",1960,False,False
1965,NF,Ricky Gianco,a_00190,Devi essere tu,s_00309,"V. D'Acquisto, R. Gianco",1960,False,False
1965,NF,Jody Miller,a_00180,Devi essere tu,s_00309,"V. D'Acquisto, R. Gianco",1960,False,False
1965,NF,Gianni Mascolo,a_00191,Di fronte all'amore,s_00310,"S. Simoni, U. Bindi",1960,False,False
1965,NF,Dusty Springfield,a_00192,Di fronte all'amore,s_00310,"S. Simoni, U. Bindi",1960,False,False
1965,NF,Don Miko,a_00193,E poi verrà l'autunno,s_00311,"A. Amurri, F. Pisano, A. Bascerano",1960,False,False
1965,NF,Timi Yuro,a_00194,E poi verrà l'autunno,s_00311,"A. Amurri, F. Pisano, A. Bascerano",1960,False,False
1965,NF,Iva Zanicchi,a_00195,I tuoi anni più belli,s_00312,"Mogol, M. Gaspari, E. Polito",1960,False,False
1965,NF,Gene Pitney,a_00155,I tuoi anni più belli,s_00312,"Mogol, M. Gaspari, E. Polito",1960,False,False
1965,NF,Bruno Lauzi,a_00196,Il tuo amore,s_00313,B. Lauzi,1960,False,False
1965,NF,Kenny Rankin,a_00197,Il tuo amore,s_00313,B. Lauzi,1960,False,False
1965,NF,Giordano Colombo,a_00198,Io non volevo,s_00314,"R. Leva, G. P. Reverberi",1960,False,False
1965,NF,Hoagy Lands,a_00199,Io non volevo,s_00314,"R. Leva, G. P. Reverberi",1960,False,False
1965,NF,Beppe Cardile,a_00200,L'amore è partito,s_00315,B. Cardile,1960,False,False
1965,NF,Anita Harris,a_00201,L'amore è partito,s_00315,B. Cardile,1960,False,False
1965,NF,Robertino,a_00159,Mia cara,s_00316,"Mogol, P. Massara",1960,False,False
1965,NF,Danyel Gérard,a_00202,Mia cara,s_00316,"Mogol, P. Massara",1960,False,False
1965,NF,Franco Tozzi,a_00203,Non a caso il destino (Ci ha fatto incontrare),s_00317,"Antartide, C. A. Rossi",1960,False,False
1965,NF,Johnny Tillotson,a_00204,Non a caso il destino (Ci ha fatto incontrare),s_00317,"Antartide, C. A. Rossi",1960,False,False
1965,NF,Peppino Gagliardi,a_00205,Ti credo,s_00318,"G. Amendola, P. Gagliardi",1960,False,False
1965,NF,Timi Yuro,a_00194,Ti credo,s_00318,"G. Amendola, P. Gagliardi",1960,False,False
1965,NF,Fabrizio Ferretti,a_00150,Tu che ne sai?,s_00319,"A. Amurri, F. Pisano",1960,False,False
1965,NF,Dusty Springfield,a_00192,Tu che ne sai?,s_00319,"A. Amurri, F. Pisano",1960,False,False
1966,1,Domenico Modugno,a_00066,"Dio, come ti amo",s_00320,D. Modugno,1960,True,True
1966,1,Gigliola Cinquetti,a_00145,"Dio, come ti amo",s_00320,D. Modugno,1960,True,True
1966,2,Caterina Caselli,a_00206,Nessuno mi può giudicare,s_00321,"D. Pace, M. Panzeri, L. Beretta, M. Del Prete",1960,False,True
1966,2,Gene Pitney,a_00155,Nessuno mi può giudicare,s_00321,"D. Pace, M. Panzeri, L. Beretta, M. Del Prete",1960,False,True
1966,3,Wilma Goich,a_00182,In un fiore,s_00322,"C. Donida, Mogol",1960,False,True
1966,3,Les Surfs,a_00186,In un fiore,s_00322,"C. Donida, Mogol",1960,False,True
1966,4,Pino Donaggio,a_00102,Una casa in cima al mondo,s_00323,"P. Donaggio, V. Pallavicini",1960,False,False
1966,4,Claudio Villa,a_00030,Una casa in cima al mondo,s_00323,"P. Donaggio, V. Pallavicini",1960,False,False
1966,5,Anna Identici,a_00207,Una rosa da Vienna,s_00324,"G. Guarnieri, B. Lauzi",1960,False,False
1966,5,The New Christy Minstrels,a_00172,Una rosa da Vienna,s_00324,"G. Guarnieri, B. Lauzi",1960,False,False
1966,6,Orietta Berti,a_00208,Io ti darò di più,s_00325,"M. Remigi, A. Testa",1960,False,False
1966,6,Ornella Vanoni,a_00173,Io ti darò di più,s_00325,"M. Remigi, A. Testa",1960,False,False
1966,6,Giorgio Gaber,a_00107,Mai mai mai Valentina,s_00326,"G. Colonnello, A. Testa",1960,False,False
1966,6,Pat Boone,a_00209,Mai mai mai Valentina,s_00326,"G. Colonnello, A. Testa",1960,False,False
1966,8,Edoardo Vianello,a_00110,Parlami di te,s_00327,"E. Vianello, V. Pallavicini",1960,False,False
1966,8,Françoise Hardy,a_00210,Parlami di te,s_00327,"E. Vianello, V. Pallavicini",1960,False,False
1966,9,Sergio Endrigo,a_00211,Adesso sì,s_00328,S. Endrigo,1960,False,False
1966,9,Chad & Jeremy,a_00212,Adesso sì,s_00328,S. Endrigo,1960,False,False
1966,9,Milva,a_00099,Nessuno di voi,s_00329,"G. Kramer, V. Pallavicini",1960,False,False
1966,9,Richard Anthony,a_00213,Nessuno di voi,s_00329,"G. Kramer, V. Pallavicini",1960,False,False
1966,9,Peppino Gagliardi,a_00205,Se tu non fossi qui,s_00330,"C. A. Rossi, M. Terzi",1960,False,False
1966,9,Pat Boone,a_00209,Se tu non fossi qui,s_00330,"C. A. Rossi, M. Terzi",1960,False,False
1966,12,Remo Germani,a_00157,Così come viene,s_00331,"E. Leoni, V. Pallavicini",1960,False,False
1966,12,Les Surfs,a_00186,Così come viene,s_00331,"E. Leoni, V. Pallavicini",1960,False,False
1966,13,Iva Zanicchi,a_00195,La notte dell'addio,s_00332,"A. Amadesi, G. Diverio, M. Remigi, A. Testa",1960,False,False
1966,13,Vic Dana,a_00214,La notte dell'addio,s_00332,"A. Amadesi, G. Diverio, M. Remigi, A. Testa",1960,False,False
1966,14,I Ribelli,a_00215,A la buena de Dios,s_00333,"G. Malgoni, B. Pallesi",1960,False,False
1966,14,The New Christy Minstrels,a_00172,A la buena de Dios,s_00333,"G. Malgoni, B. Pallesi",1960,False,False
1966,NF,Luciana Turina,a_00216,Dipendesse da me,s_00334,"V. Pallavicini, I. Pattacini",1960,False,False
1966,NF,Gino,a_00217,Dipendesse da me,s_00334,"V. Pallavicini, I. Pattacini",1960,False,False
1966,NF,Adriano Celentano,a_00097,Il ragazzo della via Gluck,s_00335,"L. Beretta, M. Del Prete, A. Celentano",1960,False,False
1966,NF,Trio del Clan,a_00218,Il ragazzo della via Gluck,s_00335,"L. Beretta, M. Del Prete, A. Celentano",1960,False,False
1966,NF,Franco Tozzi,a_00203,Io non posso crederti,s_00336,"G. Marchetti, G. Sanjust",1960,False,False
1966,NF,Bobby Vinton,a_00219,Io non posso crederti,s_00336,"G. Marchetti, G. Sanjust",1960,False,False
1966,NF,Anna Marchetti,a_00220,Io ti amo,s_00337,"G. Fallabrino, P. Maggi",1960,False,False
1966,NF,Plinio Maggi,a_00221,Io ti amo,s_00337,"G. Fallabrino, P. Maggi",1960,False,False
1966,NF,Gino Paoli,a_00104,La carta vincente,s_00338,G. Paoli,1960,False,False
1966,NF,Ricardo,a_00222,La carta vincente,s_00338,G. Paoli,1960,False,False
1966,NF,Nicola Di Bari,a_00175,Lei mi aspetta,s_00339,"V. Pallavicini, A. Baldan Bembo",1960,False,False
1966,NF,Gene Pitney,a_00155,Lei mi aspetta,s_00339,"V. Pallavicini, A. Baldan Bembo",1960,False,False
1966,NF,Lucio Dalla,a_00223,Pafff... bum!,s_00340,"S. Bardotti, G. F. Reverberi",1960,False,False
1966,NF,The Yardbirds,a_00224,Pafff... bum!,s_00340,"S. Bardotti, G. F. Reverberi",1960,False,False
1966,NF,Giuseppe Di Stefano,a_00225,Per questo voglio te,s_00341,"Mogol, M. Deponti",1960,False,False
1966,NF,P. J. Proby,a_00226,Per questo voglio te,s_00341,"Mogol, M. Deponti",1960,False,False
1966,NF,Luciano Tomei,a_00227,Quando vado sulla riva,s_00342,"F. Maresca, M. Pagano",1960,False,False
1966,NF,Luis Alberto del Paranà e Los Paraguayos,a_00228,Quando vado sulla riva,s_00342,"F. Maresca, M. Pagano",1960,False,False
1966,NF,Bobby Solo,a_00161,Questa volta,s_00343,"Mogol, R. Satti",1960,False,False
1966,NF,The Yardbirds,a_00224,Questa volta,s_00343,"Mogol, R. Satti",1960,False,False
1966,NF,John Foster,a_00188,Se questo ballo non finisse mai,s_00344,"V. Pallavicini, G. Mescoli",1960,False,False
1966,NF,Paola Bertoni,a_00229,Se questo ballo non finisse mai,s_00344,"V. Pallavicini, G. Mescoli",1960,False,False
1966,NF,Equipe 84,a_00230,Un giorno tu mi cercherai,s_00345,"Pantros, F. Campanino",1960,False,False
1966,NF,The Renegades,a_00231,Un giorno tu mi cercherai,s_00345,"Pantros, F. Campanino",1960,False,False
1967,1,Claudio Villa,a_00030,Non pensare a me,s_00346,"A. Testa, E. Sciorilli",1960,True,True
1967,1,Iva Zanicchi,a_00195,Non pensare a me,s_00346,"A. Testa, E. Sciorilli",1960,True,True
1967,2,Annarita Spinaci,a_00232,Quando dico che ti amo,s_00347,"A. Testa, T. Renis",1960,False,True
1967,2,Les Surfs,a_00186,Quando dico che ti amo,s_00347,"A. Testa, T. Renis",1960,False,True
1967,3,I Giganti,a_00233,Proposta,s_00348,"Albula, G. B. Martelli",1960,False,True
1967,3,The Bachelors,a_00234,Proposta,s_00348,"Albula, G. B. Martelli",1960,False,True
1967,4,Ornella Vanoni,a_00173,La musica è finita,s_00349,"Nisa, F. Califano, U. Bindi",1960,False,False
1967,4,Mario Guarnera,a_00235,La musica è finita,s_00349,"Nisa, F. Califano, U. Bindi",1960,False,False
1967,5,Orietta Berti,a_00208,"Io, tu e le rose",s_00350,"D. Pace, M. Panzeri, M. G. Gili, L. Barazzetti",1960,False,False
1967,5,Les Compagnons de la Chanson,a_00236,"Io, tu e le rose",s_00350,"D. Pace, M. Panzeri, M. G. Gili, L. Barazzetti",1960,False,False
1967,6,Lucio Dalla,a_00223,Bisogna saper perdere,s_00351,"G. Cassia, R. Cini",1960,False,False
1967,6,The Rokes,a_00237,Bisogna saper perdere,s_00351,"G. Cassia, R. Cini",1960,False,False
1967,7,Sergio Endrigo,a_00211,Dove credi di andare,s_00352,S. Endrigo,1960,False,False
1967,7,Memo Remigi,a_00238,Dove credi di andare,s_00352,S. Endrigo,1960,False,False
1967,8,Gian Pieretti,a_00239,Pietre,s_00353,"G. Pieretti, R. Gianco",1960,False,False
1967,8,Antoine,a_00240,Pietre,s_00353,"G. Pieretti, R. Gianco",1960,False,False
1967,9,Johnny Dorelli,a_00067,L'immensità,s_00354,"D. Backy, Mogol, D. Mariano",1960,False,False
1967,9,Don Backy,a_00241,L'immensità,s_00354,"D. Backy, Mogol, D. Mariano",1960,False,False
1967,10,Little Tony,a_00098,Cuore matto,s_00355,"A. Ambrosino, T. Savio",1960,False,False
1967,10,Mario Zelinotti,a_00242,Cuore matto,s_00355,"A. Ambrosino, T. Savio",1960,False,False
1967,11,Pino Donaggio,a_00102,Io per amore,s_00356,"P. Donaggio, G. Paoli, V. Pallavicini",1960,False,False
1967,11,Carmen Villani,a_00243,Io per amore,s_00356,"P. Donaggio, G. Paoli, V. Pallavicini",1960,False,False
1967,11,Wilma Goich,a_00182,Per vedere quant'è grande il mondo,s_00357,"Mogol, C. Donida",1960,False,False
1967,11,The Bachelors,a_00234,Per vedere quant'è grande il mondo,s_00357,"Mogol, C. Donida",1960,False,False
1967,13,Giorgio Gaber,a_00107,E allora dai,s_00358,"G. Gaber, F. Battiato",1960,False,False
1967,13,Remo Germani,a_00157,E allora dai,s_00358,"G. Gaber, F. Battiato",1960,False,False
1967,13,Gianni Pettenati,a_00244,La rivoluzione,s_00359,"Mogol, P. Soffici",1960,False,False
1967,13,Gene Pitney,a_00155,La rivoluzione,s_00359,"Mogol, P. Soffici",1960,False,False
1967,NF,Bobby Solo,a_00161,Canta ragazzina,s_00360,"Prog, I. Pattacini, C. Donida",1960,False,False
1967,NF,Connie Francis,a_00178,Canta ragazzina,s_00360,"Prog, I. Pattacini, C. Donida",1960,False,False
1967,NF,Riki Maiocchi,a_00245,C'è chi spera,s_00361,"M. Panzeri, D. Pace, G. Colonnello",1960,False,False
1967,NF,Marianne Faithfull,a_00246,C'è chi spera,s_00361,"M. Panzeri, D. Pace, G. Colonnello",1960,False,False
1967,NF,Luigi Tenco,a_00247,"Ciao amore, ciao",s_00362,L. Tenco,1960,False,False
1967,NF,Dalida,a_00248,"Ciao amore, ciao",s_00362,L. Tenco,1960,False,False
1967,NF,Peppino Di Capri,a_00249,Dedicato all'amore,s_00363,"A. Testa, D. Pace, F. Carraresi",1960,False,False
1967,NF,Dionne Warwick,a_00250,Dedicato all'amore,s_00363,"A. Testa, D. Pace, F. Carraresi",1960,False,False
1967,NF,Roberta Amadei,a_00251,Devi aver fiducia in me,s_00364,"F. Specchia, R. Martini",1960,False,False
1967,NF,Carmelo Pagano,a_00252,Devi aver fiducia in me,s_00364,"F. Specchia, R. Martini",1960,False,False
1967,NF,Tony Del Monaco,a_00253,È più forte di me,s_00365,"T. Del Monaco, E. Polito",1960,False,False
1967,NF,Betty Curtis,a_00082,È più forte di me,s_00365,"T. Del Monaco, E. Polito",1960,False,False
1967,NF,Fred Bongusto,a_00176,Gi,s_00366,"V. Pallavicini, A. Amurri, F. Bongusto",1960,False,False
1967,NF,Anna German,a_00254,Gi,s_00366,"V. Pallavicini, A. Amurri, F. Bongusto",1960,False,False
1967,NF,Nicola Di Bari,a_00175,Guardati alle spalle,s_00367,"L. Beretta, D. Pace",1960,False,False
1967,NF,Gene Pitney,a_00155,Guardati alle spalle,s_00367,"L. Beretta, D. Pace",1960,False,False
1967,NF,Caterina Caselli,a_00206,Il cammino di ogni speranza,s_00368,U. Napolitano,1960,False,False
1967,NF,Sonny Bono e Cher,a_00255,Il cammino di ogni speranza,s_00368,U. Napolitano,1960,False,False
1967,NF,Nico Fidenco,a_00256,Ma piano (Per non svegliarmi),s_00369,G. Meccia,1960,False,False
1967,NF,Cher,a_00257,Ma piano (Per non svegliarmi),s_00369,G. Meccia,1960,False,False
1967,NF,Jimmy Fontana,a_00111,Nasce una vita,s_00370,"S. Bardotti, J. Fontana",1960,False,False
1967,NF,Edoardo Vianello,a_00110,Nasce una vita,s_00370,"S. Bardotti, J. Fontana",1960,False,False
1967,NF,Mino Reitano,a_00258,Non prego per me,s_00371,"Mogol, L. Battisti",1960,False,False
1967,NF,The Hollies,a_00259,Non prego per me,s_00371,"Mogol, L. Battisti",1960,False,False
1967,NF,Los Marcellos Ferial,a_00260,Quando vedrò,s_00372,"M. Terzi, C. A. Rossi",1960,False,False
1967,NF,The Happenings,a_00261,Quando vedrò,s_00372,"M. Terzi, C. A. Rossi",1960,False,False
1967,NF,Domenico Modugno,a_00066,Sopra i tetti azzurri del mio pazzo amore,s_00373,"V. Pallavicini, D. Modugno",1960,False,False
1967,NF,Gidiuli,a_00262,Sopra i tetti azzurri del mio pazzo amore,s_00373,"V. Pallavicini, D. Modugno",1960,False,False
1967,NF,Donatella Moretti,a_00263,Una ragazza - Un ragazzo,s_00374,"V. Pallavicini, B. Pallesi, W. Malgoni",1960,False,False
1967,NF,Bobby Goldsboro,a_00264,Una ragazza - Un ragazzo,s_00374,"V. Pallavicini, B. Pallesi, W. Malgoni",1960,False,False
1967,NF,Milva,a_00099,Uno come noi,s_00375,"U. Martucci, G. Bertero, M. Marini",1960,False,False
1967,NF,Los Bravos,a_00265,Uno come noi,s_00375,"U. Martucci, G. Bertero, M. Marini",1960,False,False
1968,1,Sergio Endrigo,a_00211,Canzone per te,s_00376,"S. Endrigo, S. Bardotti",1960,True,True
1968,1,Roberto Carlos,a_00266,Canzone per te,s_00376,"S. Endrigo, S. Bardotti",1960,True,True
1968,2,Ornella Vanoni,a_00173,Casa bianca,s_00377,"A. Caponi, E. La Valle",1960,False,True
1968,2,Marisa Sannia,a_00267,Casa bianca,s_00377,"A. Caponi, E. La Valle",1960,False,True
1968,3,Adriano Celentano,a_00097,Canzone,s_00378,"A. Caponi, D. Mariano",1960,False,True
1968,3,Milva,a_00099,Canzone,s_00378,"A. Caponi, D. Mariano",1960,False,True
1968,4,Fausto Leali,a_00268,Deborah,s_00379,"V. Pallavicini, G. Conte, P. Massara",1960,False,False
1968,4,Wilson Pickett,a_00269,Deborah,s_00379,"V. Pallavicini, G. Conte, P. Massara",1960,False,False
1968,5,Antoine,a_00240,La tramontana,s_00380,"D. Pace, M. Panzeri",1960,False,False
1968,5,Gianni Pettenati,a_00244,La tramontana,s_00380,"D. Pace, M. Panzeri",1960,False,False
1968,6,Anna Identici,a_00207,Quando m'innamoro,s_00381,"M. Panzeri, D. Pace, R. Livraghi",1960,False,False
1968,6,The Sandpipers,a_00270,Quando m'innamoro,s_00381,"M. Panzeri, D. Pace, R. Livraghi",1960,False,False
1968,7,Massimo Ranieri,a_00271,Da bambino,s_00382,"R. Pradella, R. Angiolini",1960,False,False
1968,7,I Giganti,a_00233,Da bambino,s_00382,"R. Pradella, R. Angiolini",1960,False,False
1968,8,Gigliola Cinquetti,a_00145,Sera,s_00383,"R. Vecchioni, A. Lo Vecchio",1960,False,False
1968,8,Giuliana Valci,a_00272,Sera,s_00383,"R. Vecchioni, A. Lo Vecchio",1960,False,False
1968,9,Al Bano,a_00273,La siepe,s_00384,"V. Pallavicini, P. Massara",1960,False,False
1968,9,Bobbie Gentry,a_00274,La siepe,s_00384,"V. Pallavicini, P. Massara",1960,False,False
1968,10,Little Tony,a_00098,Un uomo piange solo per amore,s_00385,"Petaluma, M. Vicari, M. Marrocchi",1960,False,False
1968,10,Mario Guarnera,a_00235,Un uomo piange solo per amore,s_00385,"Petaluma, M. Vicari, M. Marrocchi",1960,False,False
1968,11,Wilma Goich,a_00182,Gli occhi miei,s_00386,"Mogol, C. Donida",1960,False,False
1968,11,Dino,a_00275,Gli occhi miei,s_00386,"Mogol, C. Donida",1960,False,False
1968,12,Annarita Spinaci,a_00232,Stanotte sentirai una canzone,s_00387,"T. Queirolo, F. Bracardi",1960,False,False
1968,12,Yoko Kishi,a_00276,Stanotte sentirai una canzone,s_00387,"T. Queirolo, F. Bracardi",1960,False,False
1968,13,Louis Armstrong,a_00277,Mi va di cantare,s_00388,"V. Buonassisi, G. Bertero, M. Marini, A. Valleroni",1960,False,False
1968,13,Lara Saint Paul,a_00278,Mi va di cantare,s_00388,"V. Buonassisi, G. Bertero, M. Marini, A. Valleroni",1960,False,False
1968,14,Tony Del Monaco,a_00253,La voce del silenzio,s_00389,"P. Limiti, Mogol, E. Isola",1960,False,False
1968,14,Dionne Warwick,a_00250,La voce del silenzio,s_00389,"P. Limiti, Mogol, E. Isola",1960,False,False
1968,NF,Peppino Gagliardi,a_00205,Che vale per me,s_00390,"M. Terzi, C. A. Rossi",1960,False,False
1968,NF,Eartha Kitt,a_00279,Che vale per me,s_00390,"M. Terzi, C. A. Rossi",1960,False,False
1968,NF,Tony Renis,a_00116,Il posto mio,s_00391,"A. Testa, T. Renis",1960,False,False
1968,NF,Domenico Modugno,a_00066,Il posto mio,s_00391,"A. Testa, T. Renis",1960,False,False
1968,NF,Nino Ferrer,a_00280,Il re d'Inghilterra,s_00392,N. Ferrer,1960,False,False
1968,NF,Pilade,a_00281,Il re d'Inghilterra,s_00392,N. Ferrer,1960,False,False
1968,NF,Johnny Dorelli,a_00067,La farfalla impazzita,s_00393,"Mogol, L. Battisti",1960,False,False
1968,NF,Paul Anka,a_00154,La farfalla impazzita,s_00393,"Mogol, L. Battisti",1960,False,False
1968,NF,Elio Gandolfi,a_00282,La vita,s_00394,"A. Amurri, B. Canfora",1960,False,False
1968,NF,Shirley Bassey,a_00283,La vita,s_00394,"A. Amurri, B. Canfora",1960,False,False
1968,NF,The Rokes,a_00237,Le opere di Bartolomeo,s_00395,"S. Bardotti, R. Cini",1960,False,False
1968,NF,The Cowsills,a_00284,Le opere di Bartolomeo,s_00395,"S. Bardotti, R. Cini",1960,False,False
1968,NF,Pino Donaggio,a_00102,Le solite cose,s_00396,"V. Pallavicini, P. Donaggio",1960,False,False
1968,NF,Timi Yuro,a_00194,Le solite cose,s_00396,"V. Pallavicini, P. Donaggio",1960,False,False
1968,NF,Giusy Romeo,a_00285,No amore,s_00397,"V. Pallavicini, P. Conte, M. Deponti, E. Intra",1960,False,False
1968,NF,Sacha Distel,a_00286,No amore,s_00397,"V. Pallavicini, P. Conte, M. Deponti, E. Intra",1960,False,False
1968,NF,Iva Zanicchi,a_00195,Per vivere,s_00398,"Nisa, U. Bindi",1960,False,False
1968,NF,Udo Jürgens,a_00174,Per vivere,s_00398,"Nisa, U. Bindi",1960,False,False
1968,NF,Orietta Berti,a_00208,Tu che non sorridi mai,s_00399,"M. Terzi, S. Sili",1960,False,False
1968,NF,Piergiorgio Farina,a_00287,Tu che non sorridi mai,s_00399,"M. Terzi, S. Sili",1960,False,False
1969,1,Bobby Solo,a_00161,Zingara,s_00400,"L. Albertelli, E. Riccardi",1960,True,True
1969,1,Iva Zanicchi,a_00195,Zingara,s_00400,"L. Albertelli, E. Riccardi",1960,True,True
1969,2,Sergio Endrigo,a_00211,Lontano dagli occhi,s_00401,"S. Bardotti, S. Endrigo, L. Bacalov",1960,False,True
1969,2,Mary Hopkin,a_00288,Lontano dagli occhi,s_00401,"S. Bardotti, S. Endrigo, L. Bacalov",1960,False,True
1969,3,Don Backy,a_00241,Un sorriso,s_00402,"A. Caponi, D. Mariano",1960,False,True
1969,3,Milva,a_00099,Un sorriso,s_00402,"A. Caponi, D. Mariano",1960,False,True
1969,4,Fausto Leali,a_00268,Un'ora fa,s_00403,"L. Beretta, E. Parazzini, G. Intra",1960,False,False
1969,4,Tony Del Monaco,a_00253,Un'ora fa,s_00403,"L. Beretta, E. Parazzini, G. Intra",1960,False,False
1969,5,Nada,a_00289,Ma che freddo fa,s_00404,"F. Migliacci, C. Mattone",1960,False,False
1969,5,The Rokes,a_00237,Ma che freddo fa,s_00404,"F. Migliacci, C. Mattone",1960,False,False
1969,6,Gigliola Cinquetti,a_00145,La pioggia,s_00405,"D. Pace, G. Argenio, C. Conti, M. Panzeri",1960,False,False
1969,6,France Gall,a_00290,La pioggia,s_00405,"D. Pace, G. Argenio, C. Conti, M. Panzeri",1960,False,False
1969,7,Mal,a_00291,Tu sei bella come sei,s_00406,"G. Cassia, S. Bardotti, M. Marrocchi, M. Vicari",1960,False,False
1969,7,The Showmen,a_00292,Tu sei bella come sei,s_00406,"G. Cassia, S. Bardotti, M. Marrocchi, M. Vicari",1960,False,False
1969,8,Caterina Caselli,a_00206,Il gioco dell'amore,s_00407,"F. Migliacci, I. Callegari",1960,False,False
1969,8,Johnny Dorelli,a_00067,Il gioco dell'amore,s_00407,"F. Migliacci, I. Callegari",1960,False,False
1969,9,Lucio Battisti,a_00293,Un'avventura,s_00408,"Mogol, L. Battisti",1960,False,False
1969,9,Wilson Pickett,a_00269,Un'avventura,s_00408,"Mogol, L. Battisti",1960,False,False
1969,10,Orietta Berti,a_00208,Quando l'amore diventa poesia,s_00409,"Mogol, P. Soffici",1960,False,False
1969,10,Massimo Ranieri,a_00271,Quando l'amore diventa poesia,s_00409,"Mogol, P. Soffici",1960,False,False
1969,11,Carmen Villani,a_00243,Piccola piccola,s_00410,"V. Buonassisi, G. Bertero, M. Marini, A. Valleroni",1960,False,False
1969,11,Alessandra Casaccia,a_00294,Piccola piccola,s_00410,"V. Buonassisi, G. Bertero, M. Marini, A. Valleroni",1960,False,False
1969,12,Little Tony,a_00098,Bada bambina,s_00411,"F. Migliacci, B. Zambrini",1960,False,False
1969,12,Mario Zelinotti,a_00242,Bada bambina,s_00411,"F. Migliacci, B. Zambrini",1960,False,False
1969,13,Rita Pavone,a_00295,Zucchero,s_00412,"Mogol, L. Clausetti, R. Soffici, P. Soffici, R. Guscelli",1960,False,False
1969,13,Dik Dik,a_00296,Zucchero,s_00412,"Mogol, L. Clausetti, R. Soffici, P. Soffici, R. Guscelli",1960,False,False
1969,14,Riccardo Del Turco,a_00297,Cosa hai messo nel caffè?,s_00413,"G. Bigazzi, R. Del Turco, G.P Reverberi",1960,False,False
1969,14,Antoine,a_00240,Cosa hai messo nel caffè?,s_00413,"G. Bigazzi, R. Del Turco, G.P Reverberi",1960,False,False
1969,NF,Junior Magli,a_00298,Alla fine della strada,s_00414,"D. Pace, M. Panzeri, L. Pilat",1960,False,False
1969,NF,The Casuals,a_00299,Alla fine della strada,s_00414,"D. Pace, M. Panzeri, L. Pilat",1960,False,False
1969,NF,Wilma Goich,a_00182,Baci baci baci,s_00415,"S. Bardotti, F. Bracardi",1960,False,False
1969,NF,The Sweet Inspirations,a_00300,Baci baci baci,s_00415,"S. Bardotti, F. Bracardi",1960,False,False
1969,NF,Checco,a_00301,Il sole è tramontato,s_00416,"R. Pradella, C. Marsella, R. Nisi, G. Moschini",1960,False,False
1969,NF,Elio Gandolfi,a_00282,Il sole è tramontato,s_00416,"R. Pradella, C. Marsella, R. Nisi, G. Moschini",1960,False,False
1969,NF,Rosanna Fratello,a_00302,Il treno,s_00417,"V. Pallavicini, E. Isola",1960,False,False
1969,NF,Brenton Wood,a_00303,Il treno,s_00417,"V. Pallavicini, E. Isola",1960,False,False
1969,NF,New Trolls,a_00304,Io che ho te,s_00418,"G. D'Adamo, V. De Scalzi, N. Di Palo",1960,False,False
1969,NF,Leonardo,a_00305,Io che ho te,s_00418,"G. D'Adamo, V. De Scalzi, N. Di Palo",1960,False,False
1969,NF,Robertino,a_00159,Le belle donne,s_00419,"V. Pallavicini, G. Conte, M. Virano",1960,False,False
1969,NF,Rocky Roberts,a_00306,Le belle donne,s_00419,"V. Pallavicini, G. Conte, M. Virano",1960,False,False
1969,NF,Mino Reitano,a_00258,Meglio una sera (Piangere da solo),s_00420,"N. Salerno, A. Salerno, F. Reitano, M. Reitano",1960,False,False
1969,NF,Claudio Villa,a_00030,Meglio una sera (Piangere da solo),s_00420,"N. Salerno, A. Salerno, F. Reitano, M. Reitano",1960,False,False
1969,NF,Armando Savini,a_00307,Non c'è che lei - Non c'è che lui,s_00421,"M. Terzi, C. A. Rossi",1960,False,False
1969,NF,Sonia,a_00308,Non c'è che lei - Non c'è che lui,s_00421,"M. Terzi, C. A. Rossi",1960,False,False
1969,NF,Gabriella Ferri,a_00309,Se tu ragazzo mio - Se tu ragazza mia,s_00422,"V. Ferri, G. Ferri, P. Pintucci",1960,False,False
1969,NF,Stevie Wonder,a_00310,Se tu ragazzo mio - Se tu ragazza mia,s_00422,"V. Ferri, G. Ferri, P. Pintucci",1960,False,False
1969,NF,Memo Remigi,a_00238,Una famiglia,s_00423,"A. Testa, M. Remigi",1960,False,False
