year,country,song,artist,final_place,final_points,top_5,top_10,running_order_final,grand_final_ind,big6_ind,semi_final_num,semi_place,semi_points,running_order_semi,national_final,solo_artist,sex,returning_artist_ind,number_of_members,language1,language2,language3,language4,multiple_language,national_language_used,eu,nato,country_group,myesb_community,myesb_personal,ogae_points,qualification_record,decade,is_winner,top_3,top_10_flag
2022,Moldova,Trenuletul,Zdob si Zdub & Fratii Advahov ,7.0,253.0,0.0,1.0,19.0,1.0,0,1.0,8.0,154.0,9.0,0,0,M,1,6,Romanian,English,,,1,False,0,0,Eastern,23,27,6,0.647058824,2020,False,False,True
2022,Montenegro,Breathe,Vladana,,,0.0,0.0,,0.0,0,2.0,17.0,33.0,15.0,0,1,F,0,1,English,Italian,,,1,False,0,1,Southern,36,37,0,0.181818182,2020,False,False,False
2022,Netherlands,Die Diepte,S10,11.0,171.0,0.0,0.0,11.0,1.0,0,1.0,2.0,221.0,8.0,0,1,F,0,1,Dutch,,,,0,True,1,1,Western,3,4,218,0.470588235,2020,False,False,False
2022,North Macedonia,Circles,Andrea,,,0.0,0.0,,0.0,0,2.0,11.0,76.0,11.0,1,1,F,0,1,English,,,,0,False,0,1,Southern,38,38,0,0.352941176,2020,False,False,False
2022,Norway,Get That Wolf A Banana,Subwoolfer,10.0,182.0,0.0,1.0,7.0,1.0,0,1.0,6.0,177.0,16.0,1,0,M,0,2,English,,,,0,False,0,1,Northern,9,28,120,0.823529412,2020,False,False,True
2022,Poland,River,Ochman,12.0,151.0,0.0,0.0,23.0,1.0,0,2.0,6.0,198.0,14.0,1,1,M,0,1,English,,,,0,False,1,1,Eastern,11,14,144,0.4,2020,False,False,False
2022,Portugal,"Saudade, Saudade",MARO,9.0,207.0,0.0,1.0,3.0,1.0,0,1.0,4.0,208.0,10.0,1,1,F,0,1,English,Portuguese,,,1,True,1,1,Western,13,26,9,0.4,2020,False,False,True
2022,Romania,Llamame,WRS,18.0,65.0,0.0,0.0,2.0,1.0,0,2.0,9.0,118.0,13.0,1,1,M,0,1,English,Spanish,,,1,False,1,1,Eastern,20,29,2,0.8125,2020,False,False,False
2022,San Marino,Stripper,Achille Laura,,,0.0,0.0,,0.0,0,2.0,14.0,50.0,7.0,1,1,M,0,1,Italian,English,,,1,True,0,0,Western,30,30,0,0.272727273,2020,False,False,False
2022,Serbia,In Corpore Sano,Konstrakta ,5.0,312.0,1.0,1.0,24.0,1.0,0,2.0,3.0,237.0,3.0,1,1,F,0,1,Serbian,Latin,,,1,True,0,0,Southern,8,40,53,0.769230769,2020,False,False,True
2022,Slovenia,Disko,LPS,,,0.0,0.0,,0.0,0,1.0,17.0,15.0,5.0,1,0,Mixed,0,5,Slovene,,,,0,True,1,1,Central,29,12,0,0.352941176,2020,False,False,False
2022,Spain,SloMo,Chanel,3.0,459.0,1.0,1.0,10.0,1.0,1,,,,,1,1,F,0,1,Spanish,English,,,1,True,1,1,Western,1,16,294,,2020,False,True,True
2022,Sweden,Cornelia Jacobs,Hold Me Closer,4.0,438.0,1.0,1.0,20.0,1.0,0,2.0,1.0,396.0,17.0,1,1,F,0,1,English,,,,0,False,1,0,Northern,2,6,393,0.941176471,2020,False,False,True
2022,Switzerland,Marius Bear,Boys Do Cry,17.0,78.0,0.0,0.0,5.0,1.0,0,1.0,9.0,118.0,4.0,0,1,M,0,1,English,,,,0,False,0,0,Central,34,19,1,0.352941176,2020,False,False,False
2022,Ukraine,Kalush Orchestra,Stefania,1.0,631.0,1.0,1.0,12.0,1.0,0,1.0,1.0,337.0,6.0,1,0,M,1,6,Ukrainian,,,,0,True,0,0,Eastern,7,24,60,1.0,2020,True,True,True
2022,United Kingdom,Spaceman,Sam Ryder,2.0,466.0,1.0,1.0,22.0,1.0,1,,,,,0,1,M,0,1,English,,,,0,True,0,1,Western,5,9,204,,2020,False,True,True
2021,Albania,Karma,Anxhela Peristeri,21.0,57.0,0.0,0.0,2.0,1.0,0,2.0,10.0,112.0,11.0,1,1,F,0,1,Albanian,,,,0,True,0,1,Southern,24,26,0,0.6,2020,False,False,False
2021,Australia,Technicolour,Montaigne,,,0.0,0.0,,0.0,0,1.0,14.0,28.0,5.0,0,1,F,0,1,English,,,,0,True,0,0,Western,22,19,4,1.0,2020,False,False,False
2021,Austria,Amen,Vincent Bueno,,,0.0,0.0,,0.0,0,2.0,12.0,66.0,5.0,0,1,M,0,1,English,,,,0,False,1,0,Central,34,30,0,0.583333333,2020,False,False,False
2021,Azerbaijan,Mata Hari,Efendi,20.0,65.0,0.0,0.0,21.0,1.0,0,1.0,8.0,138.0,14.0,0,1,F,0,1,English,Azerbaijani,,,1,True,0,0,South-Eastern,10,21,59,0.916666667,2020,False,False,False
2021,Belgium,The Wrong Place,Hooverphonic,19.0,74.0,0.0,0.0,4.0,1.0,0,1.0,9.0,117.0,11.0,0,0,Mixed,0,3,English,,,,0,False,1,1,Western,17,20,7,0.375,2020,False,False,False
2021,Bulgaria,Growing Up Is Getting Old,VICTORIA,11.0,170.0,0.0,0.0,17.0,1.0,0,2.0,3.0,250.0,13.0,0,1,F,0,1,English,,,,0,False,1,1,Eastern,15,6,7,0.333333333,2020,False,False,False
2021,Croatia,Tick-Tock,Albina,,,0.0,0.0,,0.0,0,1.0,11.0,110.0,10.0,1,1,F,0,1,English,Croatian,,,1,True,1,1,Southern,20,24,30,0.5,2020,False,False,False
2021,Cyprus,El Diablo,Elena Tsagrinou,16.0,94.0,0.0,0.0,1.0,1.0,0,1.0,6.0,170.0,8.0,0,1,F,0,1,English,Spanish,,,1,False,1,0,South-Eastern,5,4,238,0.6,2020,False,False,False
2021,Czech Republic,omaga,Benny Cristo,,,0.0,0.0,,0.0,0,2.0,15.0,23.0,3.0,0,1,M,0,1,English,Czech,,,1,True,1,1,Central,29,23,0,0.375,2020,False,False,False
2021,Denmark,Ove Os Pa Hinanden,Fyr Og Flamme,,,0.0,0.0,,0.0,0,2.0,11.0,89.0,17.0,1,0,M ,0,2,Danish,,,,0,True,1,1,Northern,32,28,32,0.75,2020,False,False,False
2021,Estonia,The Lucky One,Uku Suviste,,,0.0,0.0,,0.0,0,2.0,13.0,58.0,2.0,1,1,M,0,1,English,,,,0,False,1,1,Northern,36,8,4,0.4375,2020,False,False,False
2021,Finland,Dark Side,Blind Channel,6.0,301.0,0.0,1.0,16.0,1.0,0,2.0,5.0,234.0,14.0,1,0,M,0,6,English,,,,0,False,1,0,Northern,8,10,37,0.5,2020,False,False,True
2021,France,Voila,Barbara Pravi,2.0,499.0,1.0,1.0,20.0,1.0,1,,,,,1,1,F,0,1,French,,,,0,True,1,1,Western,3,18,318,,2020,False,True,True
2021,Georgia,You,Tornike Kipiani,,,0.0,0.0,,0.0,0,2.0,16.0,16.0,10.0,0,1,M,0,1,English,,,,0,False,0,0,South-Eastern,39,37,0,0.583333333,2020,False,False,False
2021,Germany,I Don't Feel Hate,Jendrik,25.0,3.0,0.0,0.0,15.0,1.0,1,,,,,0,1,M,0,1,English,German,,,1,True,1,1,Central,30,17,0,,2020,False,False,False
2021,Greece,Last Dance,Stefania,10.0,170.0,0.0,1.0,10.0,1.0,0,2.0,6.0,184.0,4.0,0,1,F,0,1,English,,,,0,False,1,1,Southern,13,15,58,0.875,2020,False,False,True
2021,Iceland,10 Years,Dadi og Gagnamagnid,4.0,378.0,1.0,1.0,12.0,1.0,0,2.0,2.0,288.0,8.0,0,0,Mixed,0,6,English,,,,0,False,0,1,Northern,11,1,50,0.5625,2020,False,False,True
2021,Ireland,MAPS,Lesley Roy,,,0.0,0.0,,0.0,0,1.0,16.0,20.0,7.0,0,1,F,0,1,English,,,,0,False,1,0,Western,25,31,10,0.5,2020,False,False,False
2021,Israel,Set Me Free,Eden Alene,17.0,93.0,0.0,0.0,3.0,1.0,0,1.0,5.0,192.0,12.0,1,1,F,0,1,English,Hebrew,,,1,True,0,0,South-Eastern,19,34,14,0.625,2020,False,False,False
2021,Italy,Zitti E Buoni,Maneskin,1.0,524.0,1.0,1.0,24.0,1.0,1,,,,,1,0,Mixed,0,4,Italian,,,,0,True,1,1,Western,1,11,81,,2020,True,True,True
2021,Latvia,The Moon Is Rising,Samanta Tina,,,0.0,0.0,,0.0,0,2.0,17.0,14.0,15.0,0,1,F,0,1,English,,,,0,False,1,1,Northern,31,38,3,0.375,2020,False,False,False
2021,Lithuania,Discoteque,The Roop,8.0,220.0,0.0,1.0,18.0,1.0,0,1.0,4.0,203.0,1.0,1,0,M,0,3,English,,,,0,False,1,1,Northern,9,7,301,0.5625,2020,False,False,True
2021,Malta,Je Me Casse,Destiny,7.0,255.0,0.0,1.0,6.0,1.0,0,1.0,1.0,325.0,16.0,0,1,F,0,1,English,French,,,1,False,1,0,Western,6,25,363,0.5625,2020,False,False,True
2021,Moldova,SUGAR,Natalia Gordienko,13.0,115.0,0.0,0.0,14.0,1.0,0,2.0,7.0,179.0,7.0,0,1,F,1,1,English,,,,0,False,0,0,Eastern,23,22,17,0.625,2020,False,False,False
2021,Netherlands,Birth Of A New Age,Jeangu Macrooy,23.0,11.0,0.0,0.0,23.0,1.0,1,,,,,0,1,M,0,1,English,Sranan Tongo,,,1,False,1,1,Western,33,32,0,0.4375,2020,False,False,False
2021,North Macedonia,Here I Stand,Vasil,,,0.0,0.0,,0.0,0,1.0,15.0,23.0,6.0,0,1,M,0,1,English,,,,0,False,0,1,Southern,38,27,0,0.375,2020,False,False,False
2021,Norway,Fallen Angel,TIX,18.0,75.0,0.0,0.0,22.0,1.0,0,1.0,10.0,115.0,9.0,1,1,M,0,1,English,,,,0,False,0,1,Northern,18,5,19,0.8125,2020,False,False,False
2021,Poland,The Ride,RAFAL,,,0.0,0.0,,0.0,0,2.0,14.0,35.0,6.0,0,1,M,0,1,English,,,,0,False,1,1,Eastern,37,12,0,0.428571429,2020,False,False,False
2021,Portugal,Love Is On My Side,The Black Mamba,12.0,153.0,0.0,0.0,7.0,1.0,0,2.0,4.0,239.0,12.0,1,0,M,0,5,English,,,,0,False,1,1,Western,26,33,0,0.357142857,2020,False,False,False
2021,Romania,Amnesia,ROXEN,,,0.0,0.0,,0.0,0,1.0,12.0,85.0,13.0,0,1,F,0,1,English,,,,0,False,1,1,Eastern,14,14,39,0.866666667,2020,False,False,False
2021,Russia,Russian Woman,Manizha,9.0,204.0,0.0,1.0,5.0,1.0,0,1.0,3.0,225.0,3.0,1,1,F,0,1,Russian,English,,,1,True,0,0,Eastern,12,36,23,0.933333333,2020,False,False,True
2021,San Marino,Adrenalina,Senhit ft Flo Rida,22.0,50.0,0.0,0.0,26.0,1.0,0,2.0,9.0,118.0,1.0,0,0,Mixed,1,2,English,Italian,,,1,True,0,0,Western,7,2,237,0.2,2020,False,False,False
2021,Serbia,Loco Loco,Hurricane,15.0,102.0,0.0,0.0,8.0,1.0,0,2.0,8.0,124.0,9.0,0,0,F,1,3,Serbian,Spanish,,,1,True,0,0,Southern,16,35,11,0.75,2020,False,False,False
2021,Slovenia,Amen,Ana Soklic,,,0.0,0.0,,0.0,0,1.0,13.0,44.0,2.0,0,1,F,0,1,English,,,,0,False,1,1,Central,35,29,0,0.375,2020,False,False,False
2021,Spain,Voy A Quedarme,Blas Canto,24.0,6.0,0.0,0.0,13.0,1.0,1,,,,,1,1,M,0,1,Spanish,,,,0,True,1,1,Western,27,13,1,,2020,False,False,False
2021,Sweden,Voices,Tusse,14.0,109.0,0.0,0.0,25.0,1.0,0,1.0,7.0,142.0,4.0,1,1,M,0,1,English,,,,0,False,1,0,Northern,21,16,105,0.9375,2020,False,False,False
2021,Switzerland,Tout l'Univers,Gjon's Tears,3.0,432.0,1.0,1.0,11.0,1.0,0,2.0,1.0,291.0,16.0,0,1,M,0,1,French,,,,0,False,0,0,Central,2,3,358,0.3125,2020,False,True,True
2021,Ukraine,Shum,Go_A,5.0,364.0,1.0,1.0,19.0,1.0,0,1.0,2.0,267.0,15.0,0,0,Mixed,0,4,Ukrainian,,,,0,True,0,0,Eastern,4,39,64,1.0,2020,False,False,True
2021,United Kingdom,Embers,James Newman,26.0,0.0,0.0,0.0,9.0,1.0,1,,,,,0,1,M,0,1,English,,,,0,True,0,1,Western,28,9,4,,2020,False,False,False
2019,Albania,Ktheju tokes,Jonida Maliqi,17.0,90.0,0.0,0.0,2.0,1.0,0,2.0,9.0,96.0,14.0,1,1,F,0,1,Albanian,,,,0,True,0,1,Southern,16,35,10,0.533333333,2010,False,False,False
2019,Armenia,Walking Out,Srbuk,,,0.0,0.0,,0.0,0,2.0,16.0,49.0,1.0,0,1,F,0,1,English,,,,0,False,0,0,South-Eastern,18,16,9,0.833333333,2010,False,False,False
2019,Australia,Zero Gravity,Kate Miller-Heidke,9.0,284.0,0.0,0.0,25.0,1.0,0,1.0,1.0,261.0,12.0,1,1,F,0,1,English,,,,0,True,0,0,Western,10,34,2,1.0,2010,False,False,True
2019,Austria,Limits,PAENDA,,,0.0,0.0,,0.0,0,2.0,17.0,21.0,9.0,0,1,F,0,1,English,,,,0,False,1,0,Central,33,29,0,0.636363636,2010,False,False,False
2019,Azerbaijan,Truth,Chingiz,8.0,302.0,0.0,0.0,20.0,1.0,0,2.0,5.0,224.0,18.0,0,1,M,0,1,English,,,,0,False,0,0,South-Eastern,8,14,123,0.909090909,2010,False,False,True
2019,Belarus,Like It,ZENA,24.0,31.0,0.0,0.0,19.0,1.0,0,1.0,10.0,122.0,8.0,1,1,F,0,1,English,,,,0,False,0,0,Eastern,21,8,0,0.333333333,2010,False,False,False
2019,Belgium,Wake Up,Eliot,,,0.0,0.0,,0.0,0,1.0,13.0,70.0,10.0,0,1,M,0,1,English,,,,0,False,1,1,Western,22,33,17,0.4,2010,False,False,False
2019,Croatia,The Dream,Roko,,,0.0,0.0,,0.0,0,2.0,14.0,64.0,10.0,1,1,M,0,1,English,Croatian,,,1,True,1,1,Southern,36,27,0,0.538461538,2010,False,False,False
2019,Cyprus,Replay,Tamta,13.0,109.0,0.0,0.0,11.0,1.0,0,1.0,9.0,149.0,1.0,0,1,F,0,1,English,,,,0,False,1,0,South-Eastern,5,19,218,0.571428571,2010,False,False,False
2019,Czech Republic,Friend of a Friend,Lake Malawi,11.0,157.0,0.0,0.0,3.0,1.0,0,1.0,2.0,242.0,6.0,1,0,M,0,3,English,,,,0,False,1,1,Central,20,31,6,0.285714286,2010,False,False,False
2019,Denmark,Love Is Forever,Leonora,12.0,120.0,0.0,0.0,6.0,1.0,0,2.0,10.0,94.0,7.0,1,1,F,0,1,English,French,Danish,German,1,True,1,1,Northern,26,24,19,0.733333333,2010,False,False,False
2019,Estonia,Storm,Victor Crone,20.0,76.0,0.0,0.0,18.0,1.0,0,1.0,4.0,198.0,14.0,1,1,M,0,1,English,,,,0,False,1,1,Northern,25,5,7,0.4,2010,False,False,False
2019,Finland,Look Away,Darude feat. Sebastian Rejman,,,0.0,0.0,,0.0,0,1.0,17.0,23.0,3.0,1,0,M,0,2,English,,,,0,False,1,0,Northern,38,18,0,0.533333333,2010,False,False,False
2019,France,Roi,Bilal Hassani,16.0,105.0,0.0,0.0,21.0,1.0,1,,,,,1,1,M,0,1,French,English,,,1,True,1,1,Western,13,21,25,,2010,False,False,False
2019,Georgia,Keep on Going,Oto Nemsadze,,,0.0,0.0,,0.0,0,1.0,14.0,62.0,11.0,1,1,M,0,1,Georgian,Abkhaz,,,1,True,0,0,South-Eastern,39,41,0,0.636363636,2010,False,False,False
2019,Germany,Sister,S!sters,25.0,24.0,0.0,0.0,4.0,1.0,1,,,,,1,0,F,0,2,English,,,,0,False,1,1,Central,31,25,0,,2010,False,False,False
2019,Greece,Better Love,Katerine Duska,21.0,74.0,0.0,0.0,13.0,1.0,0,1.0,5.0,185.0,16.0,0,1,F,0,1,English,,,,0,False,1,1,Southern,12,17,89,0.866666667,2010,False,False,False
2019,Hungary,Az en apam,Joci Papai,,,0.0,0.0,,0.0,0,1.0,12.0,97.0,7.0,1,1,M,1,1,Hungarian,,,,0,True,1,1,Central,30,6,2,0.833333333,2010,False,False,False
2019,Iceland,Hatrid mun sigra,Hatari,10.0,232.0,0.0,0.0,17.0,1.0,0,1.0,3.0,221.0,13.0,1,0,M,0,3,Icelandic,,,,0,True,0,1,Northern,6,30,114,0.533333333,2010,False,False,True
2019,Ireland,22,Sarah McTernan,,,0.0,0.0,,0.0,0,2.0,18.0,16.0,2.0,0,1,F,0,1,English,,,,0,False,1,0,Western,34,13,0,0.533333333,2010,False,False,False
2019,Israel,Home,Kobi Marimi,23.0,35.0,0.0,0.0,14.0,1.0,1,,,,,1,1,M,0,1,English,,,,0,False,0,0,South-Eastern,32,4,5,0.6,2010,False,False,False
2019,Italy,Soldi,Mahmood,2.0,472.0,0.0,0.0,22.0,1.0,1,,,,,1,1,M,0,1,Italian,Arabic,,,1,True,1,1,Western,2,10,411,,2010,False,True,True
2019,Latvia,That Night,Carousel,,,0.0,0.0,,0.0,0,2.0,15.0,50.0,5.0,1,0,Mixed,0,4,English,,,,0,False,1,1,Northern,35,36,2,0.4,2010,False,False,False
2019,Lithuania,Run With The Lions,Jurij Veklenko,,,0.0,0.0,,0.0,0,2.0,11.0,93.0,12.0,1,1,M,0,1,English,,,,0,False,1,1,Northern,37,12,0,0.6,2010,False,False,False
2019,Malta,Chameleon,Michela,14.0,107.0,0.0,0.0,1.0,1.0,0,2.0,8.0,157.0,11.0,1,1,F,0,1,English,,,,0,False,1,0,Western,7,11,64,0.533333333,2010,False,False,False
2019,Moldova,Stay,Anna Odobescu,,,0.0,0.0,,0.0,0,2.0,12.0,85.0,3.0,1,1,F,0,1,English,,,,0,False,0,0,Eastern,40,32,0,0.666666667,2010,False,False,False
2019,Montenegro,Heaven,D mol,,,0.0,0.0,,0.0,0,1.0,16.0,46.0,2.0,1,0,Mixed,0,6,English,,,,0,False,0,1,Southern,41,15,0,0.090909091,2010,False,False,False
2019,Netherlands,Arcade,Duncan Laurence,1.0,498.0,0.0,0.0,12.0,1.0,0,2.0,1.0,280.0,16.0,0,1,M,0,1,English,,,,0,False,1,1,Western,1,7,401,0.4,2010,True,True,True
2019,North Macedonia,Proud,Tamara Todevska,7.0,305.0,0.0,0.0,8.0,1.0,0,2.0,2.0,239.0,17.0,0,1,F,1,1,English,,,,0,False,0,1,Southern,17,38,13,0.333333333,2010,False,False,True
2019,Norway,Spirit in the Sky,KEiiNO,6.0,331.0,0.0,0.0,15.0,1.0,0,2.0,7.0,210.0,15.0,1,0,Mixed,0,3,English,Northern Sami,,,1,False,0,1,Northern,4,20,224,0.8,2010,False,False,True
2019,Poland,Fire of Love (Pali sie),Tulia,,,0.0,0.0,,0.0,0,1.0,11.0,120.0,4.0,0,1,F,0,1,Polish,English,,,1,True,1,1,Eastern,29,23,7,0.461538462,2010,False,False,False
2019,Portugal,Telemoveis,Conan Osiris,,,0.0,0.0,,0.0,0,1.0,15.0,51.0,15.0,1,1,M,0,1,Portuguese,,,,0,True,1,1,Western,19,9,19,0.384615385,2010,False,False,False
2019,Romania,On a Sunday,Ester Peony,,,0.0,0.0,,0.0,0,2.0,13.0,71.0,6.0,1,1,F,0,1,English,,,,0,False,1,1,Eastern,23,37,0,0.928571429,2010,False,False,False
2019,Russia,Scream,Sergey Lazarev,3.0,370.0,0.0,0.0,5.0,1.0,0,2.0,6.0,217.0,13.0,0,1,M,1,1,English,,,,0,False,0,0,Eastern,9,26,106,0.928571429,2010,False,True,True
2019,San Marino,Say Na Na Na,Serhat,19.0,77.0,0.0,0.0,7.0,1.0,0,1.0,8.0,150.0,17.0,0,1,M,1,1,English,Turkish,,,1,False,0,0,Western,28,28,23,0.111111111,2010,False,False,False
2019,Serbia,Kruna,Nevena Bozovic,18.0,89.0,0.0,0.0,23.0,1.0,0,1.0,7.0,156.0,9.0,1,1,F,1,1,Serbian,English,,,1,True,0,0,Southern,24,39,0,0.727272727,2010,False,False,False
2019,Slovenia,Sebi,Zala Kralj & Gasper Santl,15.0,105.0,0.0,0.0,10.0,1.0,0,1.0,6.0,167.0,5.0,1,0,Mixed,0,2,Slovene,,,,0,True,1,1,Central,15,40,22,0.333333333,2010,False,False,False
2019,Spain,La Venda,Miki,22.0,54.0,0.0,0.0,26.0,1.0,1,,,,,1,1,M,0,1,Spanish,,,,0,True,1,1,Western,14,1,69,,2010,False,False,False
2019,Sweden,Too Late For Love,John Lundvik,5.0,334.0,0.0,0.0,9.0,1.0,0,2.0,3.0,238.0,8.0,1,1,M,0,1,English,,,,0,False,1,0,Northern,11,3,191,0.933333333,2010,False,False,True
2019,Switzerland,She Got Me,Luca Hanni,4.0,364.0,0.0,0.0,24.0,1.0,0,2.0,4.0,232.0,4.0,0,1,M,0,1,English,,,,0,False,0,0,Central,3,22,406,0.266666667,2010,False,False,True
2019,United Kingdom,Bigger Than Us,Michael Rice,26.0,11.0,0.0,0.0,16.0,1.0,1,,,,,1,1,M,0,1,English,,,,0,True,0,1,Western,27,2,6,,2010,False,False,False
2018,Albania,Mall,Eugent Bushpepa,11.0,184.0,0.0,0.0,12.0,1.0,0,1.0,8.0,162.0,3.0,1,1,M,0,1,Albanian,,,,0,True,0,1,Southern,22,25,0,0.5,2010,False,False,False
2018,Armenia,Qami,Sevak Khanagyan,,,0.0,0.0,,0.0,0,1.0,15.0,79.0,16.0,1,1,M,0,1,Armenian,,,,0,True,0,0,South-Eastern,36,35,0,0.909090909,2010,False,False,False
2018,Australia,We Got Love,Jessica Mauboy,20.0,99.0,0.0,0.0,16.0,1.0,0,2.0,4.0,212.0,9.0,0,1,F,0,1,English,,,,0,True,0,0,Western,14,9,202,1.0,2010,False,False,False
2018,Austria,Nobody But You,Cesar Sampson,3.0,342.0,0.0,0.0,5.0,1.0,0,1.0,4.0,231.0,13.0,0,1,M,0,1,English,,,,0,False,1,0,Central,11,3,70,0.6,2010,False,True,True
2018,Azerbaijan,X My Heart,Aisel,,,0.0,0.0,,0.0,0,1.0,11.0,94.0,1.0,0,1,M,0,1,English,,,,0,False,0,0,South-Eastern,28,18,5,1.0,2010,False,False,False
2018,Belarus,Forever,ALEKSEEV,,,0.0,0.0,,0.0,0,1.0,16.0,65.0,8.0,1,1,M,0,1,English,,,,0,False,0,0,Eastern,21,26,28,0.357142857,2010,False,False,False
2018,Belgium,A Matter Of Time,Sennek,,,0.0,0.0,,0.0,0,1.0,12.0,91.0,4.0,0,1,F,0,1,English,,,,0,False,1,1,Western,16,28,143,0.428571429,2010,False,False,False
2018,Bulgaria,Bones,EQUINOX,14.0,166.0,0.0,0.0,18.0,1.0,0,1.0,7.0,177.0,10.0,0,0,Mixed,0,5,English,,,,0,False,1,1,Eastern,3,4,178,0.272727273,2010,False,False,False
2018,Croatia,Crazy,Franka,,,0.0,0.0,,0.0,0,1.0,17.0,63.0,12.0,0,1,F,0,1,English,,,,0,False,1,1,Southern,37,34,0,0.583333333,2010,False,False,False
2018,Cyprus,Fuego,Eleni Foureira,2.0,436.0,0.0,0.0,25.0,1.0,0,1.0,2.0,262.0,19.0,0,1,F,0,1,English,Spanish,,,1,False,1,0,South-Eastern,1,6,106,0.538461538,2010,False,True,True
2018,Czech Republic,Lie To Me,Mikolas Josef,6.0,281.0,0.0,0.0,14.0,1.0,0,1.0,3.0,232.0,5.0,1,1,M,0,1,English,,,,0,False,1,1,Central,5,1,181,0.166666667,2010,False,False,True
2018,Denmark,Higher Ground,Rasmussen,9.0,226.0,0.0,0.0,15.0,1.0,0,2.0,5.0,204.0,5.0,1,1,M,0,1,English,Icelandic,,,1,False,1,1,Northern,15,14,99,0.714285714,2010,False,False,True
2018,Estonia,La Forza,Elina Nechayeva,8.0,245.0,0.0,0.0,6.0,1.0,0,1.0,5.0,201.0,9.0,1,1,F,0,1,Italian,,,,0,False,1,1,Northern,6,19,88,0.357142857,2010,False,False,True
2018,Finland,Monsters,Saara Aalto,25.0,46.0,0.0,0.0,17.0,1.0,0,1.0,10.0,108.0,15.0,1,1,F,0,1,English,,,,0,False,1,0,Northern,8,2,226,0.5,2010,False,False,False
2018,France,Mercy,Madame Monsieur,13.0,173.0,0.0,0.0,13.0,1.0,1,,,,,1,0,Mixed,0,2,French,,,,0,True,1,1,Western,4,8,352,,2010,False,False,False
2018,FYR Macedonia,Lost And Found,Eye Cue,,,0.0,0.0,,0.0,0,1.0,18.0,24.0,11.0,0,0,Mixed,0,2,English,,,,0,False,0,1,Southern,25,32,15,0.357142857,2010,False,False,False
2018,Georgia,For You,Ethno-Jazz Band Iriao,,,0.0,0.0,,0.0,0,2.0,18.0,24.0,10.0,0,0,M,0,5,Georgian,,,,0,True,0,0,South-Eastern,42,43,0,0.7,2010,False,False,False
2018,Germany,You Let Me Walk Alone,Michael Schulte,4.0,340.0,0.0,0.0,11.0,1.0,1,,,,,1,1,M,0,1,English,,,,0,False,1,1,Central,9,30,34,,2010,False,False,True
2018,Greece,Oniro Mou,Yianna Terzi,,,0.0,0.0,,0.0,0,1.0,14.0,81.0,14.0,0,1,F,0,1,Greek,,,,0,True,1,1,Southern,13,39,119,0.928571429,2010,False,False,False
2018,Hungary,Viszlat Nyar,AWS,21.0,93.0,0.0,0.0,21.0,1.0,0,2.0,10.0,111.0,13.0,1,0,M,0,4,Hungarian,,,,0,True,1,1,Central,19,11,0,0.818181818,2010,False,False,False
2018,Iceland,Our Choice,Ari Olafsson,,,0.0,0.0,,0.0,0,1.0,19.0,15.0,2.0,1,1,M,0,1,English,,,,0,False,0,1,Northern,43,31,0,0.571428571,2010,False,False,False
2018,Ireland,Together,Ryan O'Shaughnessy,16.0,136.0,0.0,0.0,24.0,1.0,0,1.0,6.0,179.0,18.0,0,1,M,0,1,English,,,,0,False,1,0,Western,23,41,5,0.5,2010,False,False,False
2018,Israel,TOY,Netta,1.0,529.0,0.0,0.0,22.0,1.0,0,1.0,1.0,283.0,7.0,1,1,F,0,1,English,Hebrew,,,1,True,0,0,South-Eastern,2,20,456,0.571428571,2010,True,True,True
2018,Italy,Non Mi Avete Fatto Niente,Ermal Meta e Fabrizio Moro,5.0,308.0,0.0,0.0,26.0,1.0,1,,,,,1,0,M,0,2,Italian,,,,0,True,1,1,Western,7,12,75,,2010,False,False,True
2018,Latvia,Funny Girl,Laura Rizzotto,,,0.0,0.0,,0.0,0,2.0,12.0,106.0,14.0,1,1,F,0,1,English,,,,0,False,1,1,Northern,33,40,3,0.428571429,2010,False,False,False
2018,Lithuania,When We're Old,Ieva Zasimauskaite,12.0,181.0,0.0,0.0,4.0,1.0,0,1.0,9.0,119.0,6.0,1,1,F,0,1,English,Lithuanian,,,1,True,1,1,Northern,17,37,5,0.571428571,2010,False,False,False
2018,Malta,Taboo,Christabelle,,,0.0,0.0,,0.0,0,2.0,13.0,101.0,12.0,1,1,F,0,1,English,,,,0,False,1,0,Western,32,15,0,0.571428571,2010,False,False,False
2018,Moldova,My Lucky Day,DoReDos,10.0,209.0,0.0,0.0,19.0,1.0,0,2.0,3.0,235.0,7.0,1,0,Mixed,0,3,English,,,,0,False,0,0,Eastern,29,42,2,0.642857143,2010,False,False,True
2018,Montenegro,Inje,Vanja Radovanovic,,,0.0,0.0,,0.0,0,2.0,16.0,40.0,16.0,1,1,M,0,1,Montenegrin,,,,0,True,0,1,Southern,40,16,0,0.1,2010,False,False,False
2018,Netherlands,Outlaw In 'Em,Waylon,18.0,121.0,0.0,0.0,23.0,1.0,0,2.0,7.0,174.0,8.0,0,1,M,1,1,English,,,,0,False,1,1,Western,30,5,0,0.357142857,2010,False,False,False
2018,Norway,That's How You Write A Song,Alexander Rybak,15.0,144.0,0.0,0.0,7.0,1.0,0,2.0,1.0,266.0,1.0,1,1,M,1,1,English,,,,0,False,0,1,Northern,26,27,13,0.785714286,2010,False,False,False
