track_id,track_name,artist_id,album_id,genre_id,country_id,label_id,release_date,release_year,duration_ms,duration_min,popularity,is_hit,danceability,energy,key,loudness,mode,instrumentalness,tempo,stream_count,explicit
TRK-3F3DD24F7D11,Traditional stage image knowledge,23038,11,11,4,2,2025-12-03,2025,225763,3.76,35,0,0.69,0.93,6,-43.35,0,0.19,141.57,1000,0
TRK-6423C206ADA5,Thought music only institution west,1468,14318,12,6,3,2025-09-16,2025,96708,1.61,52,0,0.66,0.23,11,-35.76,1,0.687,118.44,3000,0
TRK-A7E787F8BA7C,Professional,23039,14319,10,1,2,2018-01-20,2018,413203,6.89,48,0,0.46,0.31,4,-39.82,0,0.301,60.57,1000,1
TRK-70EAC5630613,Score take admit story,23040,14320,6,6,8,2023-07-06,2023,338739,5.65,47,0,0.8,0.63,9,-50.3,1,0.579,72.27,2000,1
TRK-980BE9C68BE1,Stop third anything,23041,980,6,10,2,2020-07-05,2020,409356,6.82,50,0,0.32,0.62,6,-20.41,1,0.602,129.15,15000,0
TRK-57CC5B332031,Heart kind,23042,1041,7,7,3,2023-02-17,2023,174981,2.92,64,1,0.74,0.03,11,-40.49,1,0.176,65.59,3000,0
TRK-AEA100D691F4,Plant stop,5309,14321,9,8,6,2016-10-21,2016,168774,2.81,53,0,0.82,0.78,4,-8.66,1,0.101,104.1,1000,0
TRK-F9649DC4001C,Although more,23043,14322,6,5,1,2016-08-04,2016,249464,4.16,29,0,0.76,0.55,3,-49.0,1,0.748,111.32,1000,0
TRK-C5E915D34F24,Issue something boy,23044,4944,5,3,2,2018-04-06,2018,305945,5.1,50,0,0.37,0.57,3,-26.1,1,0.785,73.48,1000,1
TRK-566B153441BF,Customer drop former,13736,14323,8,3,7,2018-04-03,2018,266893,4.45,38,0,0.27,0.89,10,-42.44,0,0.749,178.29,1000,0
TRK-D43D85F6938E,Process likely,7531,14324,5,9,1,2020-02-02,2020,226832,3.78,38,0,0.9,0.82,3,-28.97,1,0.151,167.14,1000,0
TRK-E4F5D0270FFC,Involve,11055,14325,11,9,1,2025-03-30,2025,167880,2.8,37,0,0.06,0.87,10,-50.36,1,0.406,109.99,16000,0
TRK-7BCC0E84D42D,Level store,7055,949,10,10,5,2016-08-07,2016,227802,3.8,43,0,0.72,0.48,10,-44.96,0,0.567,61.18,6000,1
TRK-012A8F45C8E2,Newspaper with wear,23045,2529,9,1,1,2024-01-06,2024,358515,5.98,14,0,0.39,0.54,5,-16.64,1,0.558,75.11,1000,0
TRK-74CFDEF8A163,Become practice next,23046,286,11,6,5,2025-12-01,2025,221848,3.7,32,0,0.94,0.22,5,-50.6,1,0.334,95.64,1000,1
TRK-56E99D72E7FE,Late son,23047,1436,4,3,7,2016-12-30,2016,152851,2.55,88,1,0.31,0.59,11,-53.93,0,0.153,91.38,609000,0
TRK-4BB159C3D125,Our wear nice trial,23048,882,7,2,6,2020-05-24,2020,374502,6.24,47,0,0.4,0.89,2,-19.54,0,0.32,126.2,98000,1
TRK-3FFD23985F5E,Yes couple example,23049,2698,5,10,4,2023-01-27,2023,279825,4.66,27,0,0.87,0.49,11,-45.68,1,0.428,91.61,2000,0
TRK-01BB0CFFD619,Mouth,23050,14326,2,7,5,2016-06-01,2016,344517,5.74,42,0,0.73,0.73,7,-3.25,0,0.639,127.97,1000,1
TRK-053EEAE4308B,Source fly,23051,2408,8,7,5,2016-01-24,2016,376388,6.27,68,1,0.25,0.53,3,-37.97,1,0.449,82.86,99000,1
TRK-B1901168C020,Method heavy,23052,1655,10,7,8,2019-05-15,2019,302223,5.04,33,0,0.3,0.03,6,-47.98,0,0.586,130.52,1000,0
TRK-91EC375B711B,Rule evidence gun,23053,14327,8,2,5,2021-07-08,2021,322624,5.38,61,1,0.37,0.66,8,-3.07,1,0.781,66.38,21000,0
TRK-C8C5A16B4DE1,Environment beautiful money along most,23054,1810,7,10,1,2024-07-14,2024,204598,3.41,46,0,0.67,0.51,11,-16.88,0,0.496,181.2,6000,0
TRK-EB7F960DAC0A,Thank,23055,14328,4,8,8,2024-09-21,2024,175162,2.92,21,0,0.97,0.97,2,-31.15,0,0.481,183.72,1000,1
TRK-7DA230EED178,Want section thank,5351,285,8,1,2,2016-04-15,2016,242267,4.04,35,0,0.6,0.7,11,-16.91,0,0.678,185.25,1000,1
TRK-1AD44BD621A5,Fill body concern,23056,14329,7,5,3,2024-10-10,2024,149355,2.49,73,1,0.38,0.99,3,-23.82,0,0.623,99.98,243000,0
TRK-44DEF48D8F65,Return enjoy organization reflect,23057,14330,3,3,2,2025-08-17,2025,363988,6.07,45,0,0.59,0.31,10,-52.36,1,0.201,163.09,1000,1
TRK-A130E06A661B,You nothing require,23058,2252,8,3,6,2019-05-11,2019,295917,4.93,42,0,0.56,0.08,6,-7.28,0,0.191,172.78,1000,0
TRK-F1D33B9D282C,Fear lay,23059,505,4,1,7,2022-12-04,2022,329747,5.5,68,1,0.32,0.24,4,-1.45,1,0.58,136.15,1000,0
TRK-6DC65DF942F9,Easy table degree should,23060,2772,10,6,7,2025-10-04,2025,177877,2.96,33,0,0.74,0.28,4,-39.45,0,0.583,186.96,1000,1
TRK-1178DA10E102,Discuss serious light,23061,14331,2,9,2,2017-11-16,2017,210353,3.51,63,1,0.73,0.46,8,-36.89,1,0.352,189.18,8000,0
TRK-ABC785917299,Pull performance,23062,14332,11,9,3,2015-03-29,2015,370584,6.18,47,0,0.32,0.09,11,-19.43,0,0.034,112.12,1000,0
TRK-DE53291EC950,Rule course arrive growth,23063,14333,1,4,6,2023-11-28,2023,324044,5.4,43,0,0.78,0.76,9,-35.12,0,0.562,72.05,1000,0
TRK-1E061A0C3FA9,Cut would right father,23064,14334,3,9,2,2016-07-09,2016,302881,5.05,40,0,0.28,0.87,0,-2.74,0,0.727,93.14,1000,0
TRK-930177788927,Bank service,23065,14335,1,3,3,2016-10-14,2016,293409,4.89,57,1,0.53,0.26,0,-22.22,0,0.661,111.24,18000,0
TRK-10186F5E9AA7,Feeling itself,372,14336,1,8,7,2015-01-14,2015,248149,4.14,35,0,0.68,0.54,9,-20.98,0,0.138,152.78,3000,0
TRK-CC2D950DB36B,Everything party everybody,23066,1360,3,9,3,2020-08-19,2020,244314,4.07,50,0,0.22,0.88,10,-24.55,1,0.792,82.83,5000,1
TRK-3A62BCA0ED5A,Several indeed,23067,14337,5,8,4,2020-08-10,2020,351288,5.85,44,0,0.52,0.25,7,-52.09,0,0.765,166.45,2000,0
TRK-227FC22A8873,Baby,23068,14338,9,4,2,2019-02-01,2019,287677,4.79,48,0,0.32,0.98,0,-47.49,1,0.135,148.48,7000,0
TRK-8154A6EF2903,Respond,23069,68,2,3,1,2016-10-08,2016,279796,4.66,61,1,0.19,0.25,4,-10.83,1,0.064,137.63,1000,0
TRK-A2B0128A8017,Your pretty,17082,2454,7,3,1,2024-03-17,2024,389569,6.49,27,0,0.79,0.23,2,-4.32,0,0.021,122.79,1000,0
TRK-42CF58CB6C46,Type go order,23070,1502,5,8,8,2017-10-05,2017,338304,5.64,70,1,0.64,0.96,4,-18.87,0,0.125,144.17,11000,0
TRK-8EADA4707CD3,Allow after,23071,491,4,7,6,2016-11-11,2016,217636,3.63,23,0,0.82,0.19,3,-9.16,1,0.504,171.74,1000,1
TRK-8495C05B2062,Various go financial yard minute,23072,1825,6,5,1,2016-10-29,2016,262534,4.38,74,1,0.47,0.06,9,-29.96,0,0.651,93.81,400000,0
TRK-90AECA6ED78C,Day democratic,14177,14339,4,3,3,2021-12-15,2021,158536,2.64,32,0,0.14,0.08,0,-3.46,1,0.385,141.15,1000,1
TRK-56E2A37C5E00,Risk spring,23073,14340,9,5,3,2024-10-27,2024,159274,2.65,22,0,0.05,0.92,8,-11.49,1,0.738,199.07,1000,0
TRK-52047B9B6573,Social personal,23074,1470,5,8,7,2016-12-28,2016,150747,2.51,57,1,0.96,0.8,6,-8.85,0,0.033,73.95,16000,0
TRK-F72B5FDC19CC,Prove personal,10148,14341,3,1,6,2024-06-23,2024,381791,6.36,47,0,0.85,0.75,7,-49.29,0,0.685,68.21,1000,0
TRK-D2DB98CCB81E,Hear sing cost,23075,14342,11,6,8,2023-10-05,2023,133209,2.22,44,0,0.56,0.86,5,-35.78,1,0.255,102.25,4000,0
TRK-600F74241C17,About material stock,4376,14343,7,2,3,2020-02-19,2020,396993,6.62,66,1,0.86,0.41,4,-29.16,1,0.722,126.95,3000,0
TRK-0515C188F3D7,Discover,23076,14344,10,4,3,2020-06-06,2020,144054,2.4,34,0,0.16,0.48,4,-2.69,0,0.705,196.85,1000,1
TRK-988CE3AD8AEA,Writer ground,23077,14345,9,9,7,2018-12-04,2018,291591,4.86,62,1,0.61,0.09,8,-30.8,1,0.658,169.38,6000,0
TRK-B2BD4F71EC2D,Future education bit partner,18288,14346,3,3,2,2018-04-16,2018,152161,2.54,44,0,0.74,0.08,4,-28.91,1,0.794,130.04,2000,0
TRK-2304B19FA525,Speech hair nor,17992,1229,10,8,5,2021-09-23,2021,323153,5.39,56,0,0.51,0.9,9,-5.29,0,0.154,76.63,1000,0
TRK-D9C06A7B05A5,Interest sell enjoy approach,23078,14347,10,4,7,2023-01-06,2023,334224,5.57,29,0,0.34,0.52,2,-31.39,1,0.797,177.08,1000,0
TRK-2E41FB7BDDBB,Power produce quickly official,23079,3175,1,2,4,2020-09-14,2020,149426,2.49,48,0,0.58,0.26,7,-12.12,1,0.159,104.09,1000,0
TRK-AEEE288DC9D2,Staff business,3674,490,5,9,8,2018-02-26,2018,406203,6.77,55,0,0.52,0.66,10,-24.6,1,0.563,103.94,1000,0
TRK-F7B0CA76DF92,Style building,23080,1286,10,8,3,2024-08-02,2024,182511,3.04,42,0,0.57,0.98,4,-13.24,0,0.234,134.37,6000,0
TRK-0F17576B082D,Guy reason best yeah,7988,2000,6,9,3,2021-01-14,2021,372312,6.21,55,0,0.69,0.71,1,-5.08,0,0.317,189.03,3000,0
TRK-871611F9A10E,Six late a pay,23081,14348,9,10,2,2020-09-27,2020,106969,1.78,42,0,0.53,0.04,3,-27.62,0,0.348,65.18,4000,0
TRK-2682D650B586,People once,11188,14349,5,5,6,2017-11-22,2017,300168,5.0,55,0,0.38,0.68,3,-4.46,1,0.417,132.75,11000,0
TRK-6C14A3976EE2,Bag culture,23082,4167,8,3,2,2020-12-26,2020,358325,5.97,24,0,0.49,0.73,1,-23.7,1,0.711,133.62,3000,0
TRK-BC7F68403D2F,Trip bank,23083,2949,7,3,2,2025-02-17,2025,103082,1.72,53,0,0.19,0.3,4,-5.05,1,0.049,154.81,1000,0
TRK-19C6A7318F8F,Deep office,23084,14350,7,10,7,2016-11-26,2016,276901,4.62,40,0,0.24,0.14,1,-31.79,0,0.786,154.25,1000,0
TRK-8038837D8936,Even join,23085,14351,4,9,7,2022-09-18,2022,112390,1.87,51,0,0.86,0.5,5,-7.92,1,0.539,74.5,8000,0
TRK-B94A241FDAD8,Soldier,1896,7710,7,4,1,2019-09-09,2019,133819,2.23,28,0,0.78,0.24,8,-46.11,0,0.646,155.6,1000,0
TRK-5945BA63021C,Reach tell left Democrat,23086,14352,7,3,4,2022-03-17,2022,263344,4.39,37,0,0.49,0.69,9,-13.46,1,0.792,152.89,2000,0
TRK-9CC2C680F484,Ability,23087,14353,5,3,1,2023-03-23,2023,104052,1.73,51,0,0.85,0.82,7,-2.95,0,0.116,143.55,60000,0
TRK-02149E8B4730,Attack,23088,1629,6,7,1,2025-02-05,2025,139752,2.33,57,1,0.89,0.16,7,-51.19,0,0.693,181.59,2000,0
TRK-AEFA358F2BEF,Store light,23089,1149,7,4,1,2025-11-22,2025,249700,4.16,50,0,0.36,0.51,7,-6.32,0,0.463,132.69,1000,0
TRK-4BA252C11510,Fall some quite,23090,1833,10,5,5,2020-10-26,2020,235570,3.93,47,0,0.06,0.24,7,-11.11,1,0.008,67.28,2000,0
TRK-2C78987F4954,Ground rise lot wonder line,23091,389,8,2,7,2024-07-07,2024,191413,3.19,59,1,0.67,0.83,10,-22.43,0,0.304,189.93,27000,0
TRK-D5C50DA8C8AE,Natural attention,23092,14354,10,10,8,2020-12-30,2020,160063,2.67,66,1,0.4,0.68,10,-31.88,0,0.741,105.6,101000,1
TRK-92BA06C1E3B6,Much,381,14355,6,1,6,2025-10-22,2025,113486,1.89,27,0,0.75,0.07,5,-4.85,0,0.436,79.05,1000,0
TRK-3E8E67ECBB3B,Perform the,23093,4059,6,1,5,2017-02-14,2017,320490,5.34,39,0,0.48,0.49,0,-54.8,1,0.057,71.88,13000,0
TRK-0DB7588A90BF,Life despite,23094,14356,9,4,8,2020-06-08,2020,141910,2.37,50,0,0.18,0.92,1,-26.99,1,0.663,162.29,1000,0
TRK-396D3E382927,This animal brother,23095,14357,3,10,6,2024-11-13,2024,97372,1.62,41,0,0.55,0.48,6,-19.86,0,0.518,154.63,1000,1
TRK-B0D0A8832B5B,Nature together,23096,14358,2,2,6,2025-03-02,2025,301549,5.03,45,0,0.98,0.05,11,-45.58,1,0.05,180.49,1000,0
TRK-8EF5CF15B0FE,Popular,23097,697,5,7,5,2017-09-01,2017,127583,2.13,31,0,0.17,0.47,1,-46.18,0,0.612,191.05,1000,0
TRK-728FAAC579E5,Budget,23098,1721,7,7,3,2018-11-12,2018,282374,4.71,55,0,0.45,0.23,3,-38.66,1,0.248,106.32,1000,0
TRK-D94FC327852A,Television drop available,23099,311,5,8,1,2015-11-05,2015,322451,5.37,37,0,0.64,0.45,5,-33.68,0,0.467,167.41,5000,0
TRK-01F5D2437746,Energy,23100,207,12,2,3,2018-12-27,2018,301609,5.03,67,1,0.49,0.56,5,-20.94,1,0.022,162.17,25000,0
TRK-F4B2E2529998,Really building,23101,6208,8,1,6,2022-04-14,2022,209981,3.5,38,0,0.4,0.44,2,-37.78,0,0.268,153.67,1000,0
TRK-47140017153D,Mr,23102,373,10,3,5,2021-03-26,2021,301075,5.02,55,0,0.86,0.91,7,-2.38,1,0.661,197.23,231000,0
TRK-420246D483B2,Power record under husband mention,23103,575,4,3,1,2016-03-04,2016,130402,2.17,39,0,0.2,0.88,7,-25.04,0,0.053,152.32,1000,0
TRK-0BEDED1A623B,Air year approach federal,23104,14359,10,3,2,2020-05-13,2020,167198,2.79,62,1,0.13,0.98,1,-44.69,0,0.623,73.55,1000,1
TRK-CFC6EF6678DF,Eye true,23105,14360,3,3,2,2016-06-09,2016,138878,2.31,62,1,0.19,0.27,9,-49.95,1,0.408,147.96,15000,0
TRK-D729A70D8687,Per about test,23106,1257,5,7,3,2022-04-06,2022,119196,1.99,24,0,0.85,0.13,0,-17.14,1,0.782,136.37,1000,0
TRK-B0E255BB2F54,Almost doctor note,12261,14361,4,7,5,2017-01-18,2017,258194,4.3,68,1,0.38,0.69,2,-18.41,1,0.565,146.16,4000,1
TRK-79640C92BBE5,Around year Mrs,23107,14362,12,8,7,2024-08-18,2024,347102,5.79,40,0,0.13,0.3,3,-36.71,0,0.627,75.37,2000,0
TRK-2927E601D8D3,Late son,23108,821,3,8,2,2023-05-27,2023,93981,1.57,42,0,0.56,0.04,7,-24.38,1,0.119,182.05,1000,0
TRK-35ED294454DD,We man artist they,23109,324,9,3,4,2025-01-03,2025,126545,2.11,32,0,0.49,0.42,9,-18.15,0,0.091,81.44,1000,0
TRK-C74481385CD6,Section,22877,640,12,10,5,2017-10-15,2017,371455,6.19,60,1,0.06,0.63,6,-45.55,0,0.383,76.7,2000,0
TRK-798C414A0099,Civil so thus,23110,14363,6,5,5,2018-10-12,2018,140032,2.33,52,0,0.09,0.68,7,-14.21,1,0.193,162.17,4000,0
TRK-BE0DD1CDE819,For business,23111,2430,12,4,5,2018-07-28,2018,269663,4.49,46,0,0.68,0.41,4,-36.58,1,0.76,86.3,1000,0
TRK-A031F7CA3DD6,Method,23112,2921,2,4,5,2015-06-20,2015,375355,6.26,74,1,0.23,0.24,9,-25.79,1,0.725,101.17,2327000,0
TRK-F76C552D82AF,Represent beautiful authority impact,20858,871,1,7,3,2023-06-07,2023,245635,4.09,37,0,0.12,0.98,11,-8.22,1,0.4,143.01,1000,0
TRK-9FE16802FAA9,Sing form material teach find,2205,14364,3,8,1,2021-06-15,2021,181823,3.03,50,0,0.92,0.66,1,-32.54,0,0.34,144.32,4000,0
TRK-48131059AFDB,There,23113,14365,1,2,8,2018-08-22,2018,202749,3.38,37,0,0.48,0.66,8,-33.55,0,0.103,198.19,2000,0
TRK-A3084A33ADFC,Employee discussion bank,8623,14366,7,2,6,2022-08-20,2022,153044,2.55,12,0,0.78,0.84,3,-15.11,1,0.497,169.71,1000,1
TRK-DF7889360FE7,Do measure eight,3218,1397,6,4,8,2015-03-13,2015,364404,6.07,81,1,0.63,0.41,6,-34.11,1,0.078,121.98,33000,0
TRK-60D35F3913A6,Condition argue daughter,23114,713,4,4,8,2015-04-14,2015,323831,5.4,37,0,0.82,0.17,2,-2.6,0,0.407,180.39,3000,1
TRK-0F4CA157BC6F,Process especially rate yes,15228,1809,11,6,6,2015-12-05,2015,150877,2.51,43,0,0.83,0.94,1,-14.5,0,0.084,179.3,3000,0
TRK-9F88B74414EE,Star hand hair,5218,26,5,10,8,2015-10-21,2015,191214,3.19,52,0,0.21,0.16,3,-8.66,1,0.54,131.0,2000,0
TRK-0376F0D0BCD7,Mission source indicate,23115,14367,12,10,3,2025-07-23,2025,213392,3.56,47,0,0.95,0.18,0,-29.77,0,0.232,90.44,1000,0
TRK-74155D3E4563,Break involve alone,23116,3013,2,10,1,2016-11-23,2016,330055,5.5,50,0,0.1,0.46,8,-48.77,0,0.061,142.6,9000,0
TRK-111170E3FF6F,Throughout choice quality,23117,4749,5,1,2,2025-11-26,2025,347619,5.79,52,0,0.94,0.32,9,-41.44,1,0.359,169.78,5000,0
TRK-F789BEB404E8,Term back section throw,23118,17,10,4,6,2024-12-05,2024,355018,5.92,50,0,0.14,0.78,8,-20.83,0,0.775,81.04,2000,1
TRK-3A61C690AD14,Positive section,23119,2413,5,1,3,2022-10-05,2022,179955,3.0,62,1,0.42,0.1,5,-3.82,1,0.784,65.48,20000,0
TRK-6F5D52CEC911,Congress feel full,23120,3550,12,2,1,2016-08-28,2016,198767,3.31,80,1,0.18,0.29,10,-51.67,1,0.504,131.63,3892000,1
TRK-ED380BD65EEE,Understand quite laugh,23121,14368,4,4,1,2024-12-08,2024,312386,5.21,45,0,0.14,0.67,11,-18.18,0,0.008,183.67,2000,0
TRK-3A51235912F6,Walk economy religious,23122,14369,1,7,8,2022-12-25,2022,260580,4.34,67,1,0.68,0.16,5,-9.54,0,0.471,159.89,15000,0
TRK-8260BF1F054B,Especially very,23123,14370,6,7,5,2024-12-14,2024,308643,5.14,67,1,0.66,0.61,10,-31.77,0,0.662,133.27,9000,0
TRK-A6A09E99C3AC,Car he,23124,14371,4,7,7,2022-03-16,2022,172795,2.88,48,0,0.4,0.52,4,-30.68,1,0.634,189.78,2000,0
TRK-F0008CC50C15,Structure school,23125,14372,2,1,2,2018-08-29,2018,140063,2.33,62,1,0.67,0.99,0,-32.82,1,0.26,142.41,36000,0
TRK-446F1E043282,Respond,8918,6499,11,7,6,2023-10-13,2023,267358,4.46,43,0,0.64,0.21,1,-5.84,1,0.16,155.49,10000,0
TRK-F4EC66889A8E,Consider right,23126,14373,7,4,8,2017-10-01,2017,215820,3.6,74,1,0.13,0.94,7,-1.13,1,0.61,143.5,215000,0
TRK-1DD06C9FDF1C,Hand music miss book,23127,14374,8,6,8,2017-12-16,2017,381100,6.35,51,0,0.71,0.2,9,-22.24,0,0.495,76.37,4000,0
TRK-6A81C31A1AB6,Account skin share question,23128,1085,1,2,2,2024-05-11,2024,194004,3.23,32,0,0.96,0.15,5,-47.7,1,0.36,152.41,1000,0
TRK-8F34E3573E16,White American subject,23129,1315,11,9,4,2020-07-22,2020,299041,4.98,58,1,0.06,0.21,7,-8.24,1,0.124,194.81,13000,1
TRK-BBB236F629D3,Show,23130,14375,10,5,3,2024-03-21,2024,414779,6.91,42,0,0.38,0.34,10,-14.9,0,0.774,93.56,7000,0
TRK-769EF61EF559,Sit enough,17339,14376,7,6,1,2016-10-04,2016,146574,2.44,49,0,0.6,0.36,11,-47.52,1,0.642,134.29,5000,0
TRK-E9D7E2E1B975,Miss make deal despite sense,13821,14377,5,7,2,2015-01-03,2015,390161,6.5,45,0,0.14,0.92,7,-11.32,0,0.107,135.12,1000,0
TRK-DFB7AE740EA9,Produce high effort ability several,23131,14378,4,8,6,2019-03-31,2019,351608,5.86,54,0,0.84,0.71,10,-41.55,1,0.222,141.53,36000,0
TRK-CF0AE7071AFE,Factor evidence,23132,1328,11,6,4,2025-05-06,2025,140186,2.34,52,0,0.08,0.57,1,-24.91,1,0.412,112.79,1000,0
TRK-A8C00F795F12,Company hand,23133,14379,4,4,7,2015-12-13,2015,325787,5.43,43,0,0.52,0.49,2,-1.71,0,0.714,114.33,3000,0
TRK-5A1A0F98F858,Level,23134,1266,3,2,3,2023-01-22,2023,227418,3.79,42,0,0.94,0.09,8,-33.53,1,0.424,148.39,1000,1
TRK-ECCE278B1254,Resource travel minute,4524,14380,7,4,3,2016-04-07,2016,256173,4.27,34,0,0.43,0.29,4,-36.84,0,0.137,143.3,1000,1
TRK-F252765B67BB,Health benefit group,23135,74,1,9,1,2016-11-29,2016,134761,2.25,48,0,0.32,0.7,7,-43.87,1,0.377,163.75,2000,1
TRK-B45463C76DB4,Note when magazine,23136,1142,2,9,2,2023-07-13,2023,231011,3.85,75,1,0.56,0.98,4,-11.26,1,0.015,88.93,72000,0
TRK-8B88AE443B46,Pull,23137,14381,1,5,3,2020-05-27,2020,398388,6.64,72,1,0.35,0.71,3,-33.62,0,0.347,157.89,28000,0
TRK-DEA0CB827FDC,Television number type,14681,655,10,3,2,2020-08-16,2020,176410,2.94,22,0,0.6,0.31,10,-16.07,1,0.048,151.88,1000,0
TRK-3737A361656D,Letter field,23138,14382,4,2,6,2020-02-11,2020,145627,2.43,42,0,0.35,0.07,1,-38.52,0,0.631,117.07,3000,0
TRK-DC3BCA7AE4AD,Industry drop,23139,14383,4,4,8,2020-02-06,2020,381935,6.37,47,0,0.52,0.35,1,-14.73,0,0.33,131.31,3000,0
TRK-1F93EB16351E,Field body first society technology,3493,14384,9,4,8,2015-07-12,2015,409541,6.83,29,0,0.4,0.35,5,-45.27,1,0.427,152.91,1000,0
TRK-75276D8F0C68,Catch sit whose,23140,1436,2,7,5,2019-01-25,2019,150932,2.52,32,0,0.29,0.27,8,-31.86,0,0.125,128.68,1000,0
TRK-C282D76C1805,Place avoid analysis west,23141,14385,12,7,6,2019-06-16,2019,109934,1.83,50,0,0.45,0.37,1,-44.17,1,0.357,153.24,14000,1
TRK-387DDA8E94B3,Upon carry can,23142,14386,4,3,1,2019-06-21,2019,376727,6.28,65,1,0.7,0.29,6,-2.0,1,0.219,138.48,101000,0
TRK-8D4D1A838DEC,Indeed paper water,23143,206,10,4,5,2021-01-06,2021,209576,3.49,45,0,0.09,0.41,8,-43.19,1,0.367,71.52,1000,0
TRK-52DDD32C102C,Quality,23144,14387,5,3,1,2022-08-23,2022,142229,2.37,37,0,0.75,0.29,6,-42.83,0,0.367,119.47,2000,1
TRK-5D870B181359,Wife church,23145,14388,11,5,2,2019-05-30,2019,353540,5.89,47,0,0.26,0.95,6,-16.17,0,0.097,98.12,20000,0
TRK-B738EA3B836F,Right walk,23146,14389,8,6,1,2016-06-03,2016,136368,2.27,22,0,0.55,0.77,1,-2.9,0,0.64,80.94,1000,0
TRK-8B1742C5F34C,Remember let cultural huge,1487,1028,12,3,8,2018-06-08,2018,91075,1.52,66,1,0.37,0.83,8,-43.86,1,0.748,121.61,105000,0
TRK-CF1295021AF3,Under model,23147,14390,6,1,4,2019-10-29,2019,283670,4.73,41,0,0.46,0.94,10,-12.18,0,0.769,189.9,13000,0
TRK-1F0B4504AF6B,Lose house girl,23148,1809,3,3,3,2022-10-01,2022,104950,1.75,31,0,0.06,0.6,7,-50.17,1,0.751,90.9,1000,0
TRK-4390F1E8D327,Politics Mr behavior foot,23149,14391,7,9,5,2018-08-17,2018,206284,3.44,40,0,0.06,0.57,10,-36.4,1,0.792,116.24,6000,0
TRK-52F92CF50EC6,Type result suggest public,23150,930,10,7,8,2022-09-29,2022,172191,2.87,43,0,0.73,0.94,7,-43.09,0,0.127,139.23,1000,0
TRK-E69C4862B7D5,Eye movie factor,23151,81,10,3,5,2016-04-19,2016,380061,6.33,24,0,0.63,0.16,5,-13.82,0,0.753,196.72,2000,0
TRK-F9BE18D87687,Amount debate agree,23152,1764,10,8,6,2019-01-19,2019,368028,6.13,45,0,0.9,0.32,0,-10.28,1,0.501,66.95,1000,0
TRK-90784359D178,Wind what tell paper,23153,14392,10,2,6,2021-03-29,2021,248595,4.14,39,0,0.86,0.68,7,-1.69,0,0.289,87.13,2000,1
TRK-48E6D3371535,Protect child,23154,14393,11,5,6,2020-10-24,2020,341111,5.69,63,1,0.79,0.83,9,-46.57,0,0.076,147.31,17000,0
TRK-2E8C97814582,Light tough,23155,568,9,10,7,2015-10-21,2015,391875,6.53,57,1,0.96,0.64,0,-7.87,1,0.292,197.71,17000,1
TRK-2782C7BE8E2A,Five bar edge,23156,1098,5,8,2,2016-06-05,2016,253606,4.23,37,0,0.25,0.5,6,-19.02,1,0.556,143.27,5000,1
TRK-6FB04935E1CA,Stuff,23157,14394,3,1,2,2016-09-23,2016,394921,6.58,40,0,0.23,0.07,3,-24.43,1,0.489,74.34,1000,0
TRK-01C70AC6E72E,Husband true,23158,903,6,4,7,2023-03-04,2023,180676,3.01,43,0,0.4,0.89,5,-11.54,1,0.004,80.14,2000,0
TRK-8206493DE93B,Population,23159,14395,8,8,2,2016-01-06,2016,236610,3.94,64,1,0.69,0.36,9,-53.16,0,0.299,64.38,30000,0
TRK-D02126DEED7A,Seven feeling,3986,14396,8,4,2,2023-03-19,2023,313631,5.23,45,0,0.92,0.07,8,-32.75,1,0.481,102.61,3000,0
TRK-B73BF38188D2,Friend ground program,23160,14397,2,2,5,2015-04-06,2015,331760,5.53,54,0,0.16,0.45,8,-40.07,1,0.233,146.29,9000,0
TRK-71A9C129903B,Way,23161,14398,8,1,6,2022-08-03,2022,320967,5.35,13,0,0.93,0.25,0,-28.71,1,0.352,114.21,1000,0
TRK-D41495CCA4A9,Bill,23162,1707,5,1,3,2017-11-01,2017,122071,2.03,82,1,0.41,0.45,11,-30.86,1,0.235,128.74,5020000,0
TRK-CD4CCB773377,Only save,23163,14399,4,4,2,2020-06-03,2020,113442,1.89,38,0,0.16,0.38,4,-32.08,0,0.663,83.13,1000,0
TRK-404E29AC3A46,Interest,23164,838,5,4,7,2020-09-15,2020,149461,2.49,52,0,0.94,0.83,8,-33.19,1,0.19,144.9,44000,0
TRK-94B1C57CAE8D,Election turn,23165,14400,8,10,5,2018-01-05,2018,343309,5.72,44,0,0.99,0.39,6,-2.26,1,0.188,186.87,20000,0
TRK-95C310DD2FFC,Program go myself create probably,23166,14401,6,7,3,2023-02-26,2023,406976,6.78,60,1,0.36,0.85,11,-36.76,0,0.141,144.36,2000,0
TRK-F9BD86DDCB1B,Fast film power,23167,14402,11,10,2,2021-06-29,2021,146530,2.44,44,0,0.12,0.03,3,-29.21,1,0.177,180.91,3000,0
TRK-19D4DA7CFE33,May eight,5663,14403,1,1,3,2015-11-19,2015,302351,5.04,78,1,0.52,0.5,8,-15.29,1,0.205,99.52,52000,0
TRK-6BE0184C5526,These theory try,23168,740,2,6,1,2020-10-28,2020,323033,5.38,58,1,0.22,0.16,4,-39.66,0,0.325,167.42,21000,0
TRK-6B8E80D00C84,Song them information,13243,2770,11,10,8,2021-05-03,2021,371209,6.19,52,0,0.79,0.11,2,-19.43,0,0.655,136.0,7000,0
